vorname,anzahl,geschlecht
Ioannis,1,m
Ivette,1,w
Ion,1,m
Ivie,1,w
Ionas,1,m
Ivy,1,w
Iosu,1,m
Izabell,1,w
Irinov,1,m
Izem,1,w
Isa,1,m
İzlem,1,w
Isaac,1,m
Izna,1,w
Isaak,1,m
Işik,1,w
Isaías,1,m
Işıl,1,w
Ishaan,1,m
Jaane,1,w
İshak,1,m
Jacoba,1,w
Ishak,1,m
Jacquelin,1,w
İsmail,1,m
Jacqueline,1,w
Ismaïl,1,m
Jale,1,w
Ismet,1,m
Jamie,1,w
Issam,1,m
Jamie-Lee,1,w
István,1,m
Jamil,1,w
Ivanovič,1,m
Jamila,1,w
Iván,1,m
Janaida,1,w
Iwinose,1,m
Janet,1,w
Izet,1,m
Janine,1,w
Jabulani,1,m
Janique,1,w
Jacko,1,m
Janis,1,w
Jacques,1,m
Janka,1,w
Jagjot,1,m
Jannat,1,w
Jahblessing,1,m
Janni,1,w
Jaheim,1,m
Jannike,1,w
Jahseb,1,m
Jannis,1,w
Jaidee,1,m
Jaqueline,1,w
Jaime,1,m
Jaroslawa,1,w
Jamall,1,m
Jascha,1,w
Jamane,1,m
Jasleen,1,w
Jamaro-Curtis,1,m
Jasmina,1,w
Jamel,1,m
Jayda,1,w
Jameno,1,m
Jeanne,1,w
Jamil,1,m
Jeannette,1,w
Jamiro,1,m
Jemina,1,w
Jan-Hendrik,1,m
Jena,1,w
Jan-Henning,1,m
Jeng,1,w
Jan-Henrik,1,m
Jihane,1,w
Janberk,1,m
Jinane,1,w
Janik,1,m
Jiyan,1,w
Janko,1,m
Joan,1,w
Jann,1,m
Jody,1,w
Jano,1,m
Joeline,1,w
Janosch,1,m
Joice,1,w
Janus,1,m
Joke,1,w
Jarda,1,m
Joko,1,w
Jarel,1,m
Jona,1,w
Jarrell,1,m
Jonas,1,w
Jaskirat,1,m
Jordis,1,w
Jason-Joel,1,m
Jorid,1,w
Jauwad,1,m
Jorina,1,w
Jay-Luca,1,m
Jorinde,1,w
Jayson-Robin,1,m
Josefa,1,w
Jeabsra,1,m
Josiane,1,w
Jean-Baptiste,1,m
Josipa,1,w
Jean-Loïc,1,m
Joséphine,1,w
Jean-Marie,1,m
Jouayria,1,w
Jean-Mikel,1,m
Joulien,1,w
Jean-Pierre,1,m
Joumana,1,w
Jean-Yves,1,m
Joy-Anne,1,w
Jelal,1,m
Joyce,1,w
Jelle,1,m
Juana,1,w
Jenne,1,m
Judy,1,w
Jensen,1,m
Juhitha,1,w
Jenson,1,m
Julianna,1,w
Jepke,1,m
Julica,1,w
Jeremia,1,m
Julie-Marie,1,w
Jerico,1,m
Julienne,1,w
Jerino,1,m
Julietta,1,w
Jermain-Dean,1,m
Julita,1,w
Jerman,1,m
Jullya,1,w
Jermanie,1,m
Jumana,1,w
Jerome-Noel,1,m
Jun-Xuan,1,w
Jeromè,1,m
Juno,1,w
Jerry,1,m
Jutia,1,w
Jesaja,1,m
Jördis,1,w
Jesko,1,m
Kadjanine,1,w
Jett,1,m
Kalai,1,w
Jiang,1,m
Kalea,1,w
Jidai,1,m
Kaley,1,w
Jihad,1,m
Kalinka,1,w
Jilwan,1,m
Kamalakanmani,1,w
Jim,1,m
Kanita,1,w
Jimmie,1,m
Kanivin,1,w
Jiyan,1,m
Kanya,1,w
Joah,1,m
Kaoutar,1,w
Joan,1,m
Kara,1,w
Joaquin,1,m
Kardelen,1,w
Jochen,1,m
Kardem,1,w
Joe-Abraham,1,m
Karmen,1,w
Joel-Amon,1,m
Karoline-Maria,1,w
Johannes-Raphael,1,m
Kasia,1,w
Johnty,1,m
Kassedy,1,w
Joko,1,m
Katarzyna,1,w
Jolan,1,m
Katelyn,1,w
Jonafinn,1,m
Kathleen,1,w
Jonni,1,m
Kathrin,1,w
Jonny,1,m
Katrina,1,w
Joost,1,m
Kay,1,w
Joram,1,m
Kaydence,1,w
Jordi,1,m
Kaylee,1,w
Jos,1,m
Kaylin,1,w
Joschua,1,m
Kayra-Ela,1,w
Josip,1,m
Kazimiera,1,w
Josua,1,m
Keira,1,w
Josué,1,m
Kelly,1,w
Jovan,1,m
Kena,1,w
Jovanov,1,m
Kevser,1,w
Joy,1,m
Keziah,1,w
Joèle,1,m
Khadijah-Zohal,1,w
Julius-Alexander,1,m
Khalat,1,w
Julián,1,m
Khatun,1,w
Julyano,1,m
Kiana,1,w
Junho,1,m
Kimberley,1,w
Jurek,1,m
Kimiko,1,w
Jusof,1,m
Kiymet,1,w
János,1,m
Klara-Viola,1,w
Jérémie,1,m
Klarissa,1,w
Jérôme,1,m
Klarita,1,w
Jörn-August,1,m
Klaudia,1,w
Kaan-Efe,1,m
Konstantinovna,1,w
Kabiro,1,m
Kum,1,w
Kadri,1,m
kyzy,1,w
Kahlid,1,m
Käthe,1,w
Kai-Kristian,1,m
Laetizia,1,w
Kajtaz,1,m
Lahja,1,w
Kalume,1,m
Lale,1,w
Kamiel,1,m
Lalita,1,w
Kanber,1,m
Lam,1,w
Kanwerdeep,1,m
Lara-Ilaida,1,w
Kaon,1,m
Lara-Julie,1,w
Karl-Anthony,1,m
Lara-Marie,1,w
Karl-Heinz,1,m
Lareine,1,w
Karlo,1,m
Lassia,1,w
Karol,1,m
Latifa,1,w
Karthik,1,m
Latife-Nahla,1,w
Kassem,1,m
Laura-Marie,1,w
Kassian,1,m
Laurentien,1,w
Kassim,1,m
Laurentine,1,w
Kawan,1,m
Laureén,1,w
Kay,1,m
Lavin,1,w
Kaya,1,m
Lavinia-Marie,1,w
Kayetan,1,m
Layah,1,w
Kazadi-Wa,1,m
Lea-Isabelle,1,w
Kazimžanovič,1,m
Lea-Kristin,1,w
Kaşhif,1,m
Lea-Marie,1,w
Keke,1,m
Ledeyna,1,w
Kenai,1,m
Leea,1,w
Kenaya,1,m
Leen,1,w
Kendal,1,m
Leena,1,w
Kendzo,1,m
Leentje,1,w
Kenjahro,1,m
Leili,1,w
Kennedy,1,m
Lema,1,w
Keoma,1,m
Lemia,1,w
Kersten,1,m
Lena-Marie,1,w
Keyhan,1,m
Lenana,1,w
Keyân,1,m
Leni-Matilda,1,w
Keziah,1,m
Leni-Sophie,1,w
Khaled,1,m
Lenja,1,w
Khang,1,m
Lenka,1,w
Kianmehr,1,m
Leny,1,w
Kiano,1,m
Lenya,1,w
Kidus,1,m
Leola,1,w
Kieran,1,m
Leonard,1,w
Kilyan,1,m
Leonessa,1,w
Kimon,1,m
Leonie-Abigail,1,w
Kimutai,1,m
Leonie-Marie,1,w
Kingson,1,m
Leonie-Sophie,1,w
Kiram,1,m
Leonita,1,w
Kiyoshi,1,m
Leonor,1,w
Kledi,1,m
Leonora,1,w
Klemens,1,m
Leonore,1,w
Knut,1,m
Leontien,1,w
Kodjo,1,m
Leontine,1,w
Konstanin,1,m
Leony,1,w
Kostandinos,1,m
Leopoldine,1,w
Krenar,1,m
Lerda,1,w
Kristijan,1,m
Let,1,w
Kristof,1,m
Letícia,1,w
Kristofer,1,m
Lexa,1,w
Ksawery,1,m
Leya,1,w
Ksawier,1,m
Leylana,1,w
Kuno,1,m
Leyna,1,w
Kyanoh,1,m
Leyre,1,w
Ladislav,1,m
Li,1,w
Lafrai,1,m
Lia-Sophie,1,w
Laith,1,m
Liamra,1,w
Lakshaya,1,m
Liat,1,w
Lalo,1,m
Liberta,1,w
Lamarana,1,m
Lidia,1,w
Lamine,1,m
Lidy,1,w
Lando,1,m
Lieschen,1,w
Latrel,1,m
Liis,1,w
Latzi,1,m
Lil,1,w
Laui,1,m
Lilianne,1,w
Lauri,1,m
Lilien,1,w
Lawend,1,m
Lilijana,1,w
Lawin,1,m
Lilin,1,w
Lazarus,1,m
Lilja,1,w
Lazo,1,m
Lille,1,w
Leano,1,m
Lilljan,1,w
Leart,1,m
Lima,1,w
Leeroy,1,m
Limar,1,w
Leevi,1,m
Lina-Amel,1,w
Lehat,1,m
Line,1,w
Leian,1,m
Linnia,1,w
Leil,1,m
Linosa,1,w
Lennert,1,m
Linya,1,w
Leon-Domenic,1,m
Lioba,1,w
Leon-Marcel,1,m
Liron,1,w
Leon-Ole,1,m
Lisanne,1,w
Leonidovič,1,m
Liselotte,1,w
Lesane,1,m
Lisi,1,w
Levander,1,m
Liyana,1,w
Leve,1,m
Liz,1,w
Levy,1,m
Liza,1,w
Lewar,1,m
Lizan,1,w
Leyan,1,m
Lo,1,w
León,1,m
Lone,1,w
León-Richard,1,m
Loredana,1,w
Liburn,1,m
Loreley,1,w
Lies,1,m
Lorinda,1,w
Lileva,1,m
Lorraine,1,w
Lillebror,1,m
Lorîn,1,w
Lincoln,1,m
Louisa-Sophie,1,w
Liou,1,m
Louisanne,1,w
Lirian,1,m
Loulou,1,w
Liridon,1,m
Lovis,1,w
Lisjan,1,m
Loz,1,w
Lissandro,1,m
Luca-Marie,1,w
Livian,1,m
Lucienne,1,w
Livio,1,m
Lucja,1,w
Liwan-Kaan,1,m
Luiza,1,w
Liyan,1,m
Lulu,1,w
Liyon,1,m
Lumen,1,w
Loan,1,m
Luna-Marie,1,w
Loay,1,m
Luscinia,1,w
Lodewijk,1,m
Luvana,1,w
Logan,1,m
Luyeye,1,w
Lokman,1,m
Lykka,1,w
Loran,1,m
Lynn-Sophie,1,w
Loric,1,m
Maahi,1,w
Loris,1,m
Mabrouka,1,w
Louie,1,m
Madeline,1,w
Louis-Christos,1,m
Madisa,1,w
Louis-Zone,1,m
Madle,1,w
Lovensky,1,m
Madleen,1,w
Lovis,1,m
Madleina,1,w
Luan-Ilyas,1,m
Mae,1,w
Luano,1,m
Maeli,1,w
Luca-Joel,1,m
Magali,1,w
Lucca,1,m
Magalie,1,w
Luciano,1,m
Magarete,1,w
Lucius,1,m
Magda,1,w
Lucus,1,m
Magdalene,1,w
Lugman,1,m
Magdulin,1,w
Luigi,1,m
Mahbuba,1,w
Lukas-Noah,1,m
Mahdiya,1,w
Lukian,1,m
Mahrukh,1,w
Lunde,1,m
Maileen,1,w
Lunis,1,m
Mailin,1,w
Lupus,1,m
Mailina,1,w
Luqmaan,1,m
Maimuna,1,w
Luyeye,1,m
Maissa,1,w
Luzius,1,m
Makbûle,1,w
Lyan,1,m
Makfire,1,w
Lysander,1,m
Makita,1,w
Lyupće,1,m
Malalai,1,w
Léon,1,m
Malea,1,w
Lê,1,m
Malee,1,w
Lütfü,1,m
Mali,1,w
M'barek,1,m
Maliah,1,w
M'hamed,1,m
Malika,1,w
Maalic,1,m
Maline,1,w
Maaroof,1,m
Malú,1,w
MacGregor,1,m
Mana,1,w
Maciej,1,m
Mandira,1,w
Madje,1,m
Manjusha,1,w
Mado,1,m
Manry,1,w
Madox,1,m
Marah,1,w
Mads,1,m
Marah-Lisha,1,w
Mael,1,m
Maral,1,w
Magnum,1,m
Maram,1,w
Mahamaun,1,m
Marcelina,1,w
Maher,1,m
Mareen,1,w
Majed,1,m
Mareike,1,w
Mak,1,m
Margarethe,1,w
Maksymilian,1,m
Margarita,1,w
Mallko,1,m
Margret,1,w
Malon,1,m
Marialuisa,1,w
Malvin,1,m
Marianova,1,w
Man,1,m
Marie-Claire,1,w
Manad,1,m
Marie-Leandre,1,w
Mand,1,m
Marie-Sue,1,w
Manello,1,m
Marie-Thérèse,1,w
Manolo,1,m
Marielle,1,w
Manu,1,m
Marika,1,w
Manuk,1,m
Marin,1,w
Marc-Aurel,1,m
Marion,1,w
Marc-Emilio,1,m
Maris,1,w
Mardiros,1,m
Marisol,1,w
Marian,1,m
Marita,1,w
Mariano,1,m
Marjam,1,w
Marijan,1,m
Marjan,1,w
Marik,1,m
Marje,1,w
Marit,1,m
Marley,1,w
Markos,1,m
Marlien,1,w
Marlo,1,m
Marlies,1,w
Marwin,1,m
Marlin,1,w
Masiha,1,m
Marly,1,w
Matei,1,m
Marron,1,w
Mateusz,1,m
Marte,1,w
Mathisto,1,m
Martinovna,1,w
Mati,1,m
Martyna,1,w
Matondo,1,m
Marua,1,w
Matthes,1,m
Mary-Jane,1,w
Matthies,1,m
Maryanna,1,w
Matthieu,1,m
Maryem,1,w
Mattias,1,m
Marylou,1,w
Matts,1,m
María,1,w
Matvey,1,m
Mascha,1,w
Mauritz,1,m
Mathilda-Maria,1,w
Mawu-Edem,1,m
Matija,1,w
Maximin,1,m
Matilde,1,w
Maximo,1,m
Matthea,1,w
Maximus,1,m
Maténé,1,w
Maxwell,1,m
Mavi,1,w
Mayowa,1,m
Max,1,w
Mayto,1,m
Maxie,1,w
Mbatchou,1,m
Maxime,1,w
Medi,1,m
Maximina,1,w
Mees,1,m
Mayar,1,w
Mehmed,1,m
Maybrit,1,w
Mehmetefe,1,m
Mayra,1,w
Mehmethan,1,m
Maysoon,1,w
Meiko,1,m
Mayssa,1,w
Meilo,1,m
Maíra,1,w
Meiron,1,m
Meara,1,w
Mel,1,m
Medea,1,w
Melchior,1,m
Media,1,w
Melih,1,m
Meera,1,w
Melord,1,m
Meggy,1,w
Mendim,1,m
Mehrije,1,w
Mennan,1,m
Melan,1,w
Merdan,1,m
Melda,1,w
Merdo,1,m
Meleen,1,w
Meriadoc,1,m
Meleknur,1,w
Merten,1,m
Melia,1,w
Mervan,1,m
Melieke,1,w
Mesgana,1,m
Melika,1,w
Mesud,1,m
Melin,1,w
Mesut,1,m
Melinay,1,w
Metin,1,m
Melisa-Carolina,1,w
Metë,1,m
Meliya,1,w
Mice,1,m
Melodi,1,w
Michael-Eaven,1,m
Melorin,1,w
Michail,1,m
Mercedes,1,w
Michajlowitsch,1,m
Merci,1,w
Michele,1,m
Merdin,1,w
Mickey,1,m
Merijona,1,w
Mico,1,m
Merjema,1,w
Mihajlo,1,m
Merveille,1,w
Mika-Finn,1,m
Messuda,1,w
Mike-Leon,1,m
Meyrem,1,w
Mikele,1,m
Meysa,1,w
Mikias,1,m
Mia-Isabella,1,w
Mikisovich,1,m
Mia-Joline,1,w
Miled,1,m
Mia-Lyn,1,w
Miles,1,m
Mia-Marie,1,w
Millad,1,m
Mia-Shirin,1,w
Milow,1,m
Mia-Sophie,1,w
Min-ha,1,m
Mia-Valesca,1,w
Min-U,1,m
Micaela,1,w
Ming,1,m
Michaela,1,w
Mingbo,1,m
Michelina,1,w
Minh,1,m
Michèle,1,w
Mino,1,m
Mikkeline,1,w
Minu,1,m
Milijana,1,w
Miraz,1,m
Milka,1,w
Mirco,1,m
Mimi,1,w
Miron,1,m
Minna,1,w
Mirza,1,m
Minou,1,w
Mischa,1,m
Minu,1,w
Mogambi,1,m
Miquela,1,w
Mohamad,1,m
Mira-Sophie,1,w
Mohamed-Amine,1,m
Mirabella,1,w
Mohammed-Reda,1,m
Miral,1,w
Montana,1,m
Miranda,1,w
Mordem,1,m
Mirela,1,w
Morgan,1,m
Mirell,1,w
Mostafa,1,m
Miria,1,w
Mouhamed,1,m
Mirja,1,w
Mourice,1,m
Mirjana,1,w
Mpia,1,m
Mirrem,1,w
Mubasher,1,m
Mirsada,1,w
Muhammed-Ebrar,1,m
Mirvari,1,w
Muharrem,1,m
Mirveta,1,w
Muhlis,1,m
Miryana,1,w
Muhsin,1,m
Mislina,1,w
Muid,1,m
Miya,1,w
Munzur,1,m
Miyaser,1,w
Mustafacan,1,m
Miyu,1,w
Mykel,1,m
Moana,1,w
Máel,1,m
Mocsha,1,w
Mümtaz,1,m
Modupeoluwa,1,w
Mümün,1,m
Moira,1,w
Nabi,1,m
Molina,1,w
Nadir,1,m
Mongambo,1,w
Nael,1,m
Monique,1,w
Nahom,1,m
Monta,1,w
Nahuel,1,m
Morgana,1,w
Naim,1,m
Morna,1,w
Nali,1,m
Morsel,1,w
Nam,1,m
Motunrola,1,w
Namanveer,1,m
Muhammed,1,w
Nanosehame,1,m
Muhbat,1,w
Narain,1,m
Muriel,1,w
Nashat,1,m
Muska,1,w
Nassim,1,m
Muthoni,1,w
Natale,1,m
Mutiara,1,w
Nate,1,m
Mya,1,w
Natee,1,m
Myriam,1,w
Nathaniel,1,m
Myumyun,1,w
Nautilus,1,m
Märthe,1,w
Navin,1,m
Méline,1,w
Nazif,1,m
Müge,1,w
Ndjamen,1,m
N`Sou,1,w
Neal,1,m
Naciye,1,w
Neil,1,m
Nadette,1,w
Nelio,1,m
Nadia,1,w
Nepomuck,1,m
Nadir,1,w
Nessmon,1,m
Nadira,1,w
Neven,1,m
Nadja,1,w
Nevis,1,m
Naida,1,w
Newton,1,m
Naiima,1,w
Neçati,1,m
Naila,1,w
Neçirvan,1,m
Nalan,1,w
Neša,1,m
Nale,1,w
Ngameni,1,m
Nam,1,w
Nguyen,1,m
Nami,1,w
Nicola,1,m
Nana,1,w
Nicos,1,m
Nandni,1,w
Niguel,1,m
Nanette,1,w
Nik,1,m
Nannina,1,w
Nikan,1,m
Nanny,1,w
Niklas-Vito,1,m
Naoul,1,w
Niko,1,m
Narcisa,1,w
Nikolaj,1,m
Narimene,1,w
Nil,1,m
Narin-Nicole,1,w
Nilas,1,m
Nassrin,1,w
Nisan,1,m
Natalie,1,w
Njazi,1,m
Natascha,1,w
Nji,1,m
Nathalia,1,w
Nkrumah,1,m
Nava,1,w
Nodirbek,1,m
Navi,1,w
Noel-Robin,1,m
Nayla,1,w
Norik,1,m
Nayrika,1,w
Norwin,1,m
Nazar,1,w
Nouh,1,m
Nazire,1,w
Nouha,1,m
Nazli,1,w
Nouri,1,m
Naïma,1,w
Nouri-Aaron,1,m
Nedelkova,1,w
Novi,1,m
Nedimma,1,w
Noyan,1,m
Neela,1,w
Noé,1,m
Neema,1,w
Nuh,1,m
Nefise,1,w
Numan,1,m
Neha,1,w
Nuno,1,m
Nehir,1,w
Nunzio,1,m
Nektaria,1,w
Nuri,1,m
Nelene,1,w
Octavius,1,m
Nellie,1,w
Odu,1,m
Nellya,1,w
Odysseas,1,m
Nenye,1,w
Ofei,1,m
Neomi,1,w
ogly,1,m
Nergis,1,w
Ojas,1,m
Nergiz,1,w
Okan,1,m
Nerma,1,w
Olaf,1,m
Nesil,1,w
Olamilekan,1,m
Neslihan,1,w
Olayinka,1,m
Nesrin,1,w
Olcay,1,m
Nevia-Renée,1,w
Oliwar,1,m
Nevra,1,w
Olti,1,m
Nevruz,1,w
Oluwatamilore,1,m
Newa,1,w
Omid,1,m
Neza,1,w
Omokaro,1,m
Neziha,1,w
Omotayo,1,m
Nida,1,w
Onur,1,m
Nihal,1,w
Orhan,1,m
Nihel,1,w
Orik,1,m
Nikita,1,w
Orkun,1,m
Nikola,1,w
Orlando,1,m
Nikoleta,1,w
Orphé,1,m
Nilaya,1,w
Orçun,1,m
Nilda,1,w
Osamagbe,1,m
Nilufar,1,w
Osasuwen,1,m
Ninelle,1,w
Osayamen,1,m
Nisa-Lou,1,w
Osayuki,1,m
Nisha,1,w
Osei,1,m
Nisreen,1,w
Oska,1,m
Niya,1,w
Osuokam,1,m
Noah,1,w
Oswin,1,m
Noella,1,w
Otis,1,m
Noelle,1,w
Oualid,1,m
Noemie,1,w
Ouassim,1,m
Noemy,1,w
Oubaidallah,1,m
Noha,1,w
Ouissam,1,m
Nola,1,w
Ovadya,1,m
Nomens,1,w
Oytun,1,m
Noor-Rani,1,w
Oyugi,1,m
Norwiga,1,w
Pacino,1,m
Nouha,1,w
Paco,1,m
Nouhaila,1,w
Paolo,1,m
Noura,1,w
Papyss,1,m
Nourin,1,w
Parsa,1,m
Nouvel,1,w
Pasquale,1,m
Nozomi,1,w
Patric,1,m
Noémi,1,w
Patrizio,1,m
Noémie,1,w
Patryk,1,m
Noëllie,1,w
Paul-Henry,1,m
Nsona,1,w
Paulo,1,m
Nuhamin,1,w
Pavlos,1,m
Nujin,1,w
Pawel,1,m
Nura,1,w
Pekka,1,m
Nuran,1,w
Petar,1,m
Nurin,1,w
Petra,1,m
Nuriye,1,w
Petros,1,m
Nushin,1,w
Petrovič,1,m
Nuuna,1,w
Petter,1,m
Nuşik,1,w
Petyov,1,m
Nwando,1,w
Peyman,1,m
Obehi,1,w
Pharelle,1,m
Oda,1,w
Phelan,1,m
Odilia,1,w
Phelimon,1,m
Ogheneyome,1,w
Phillipp,1,m
Ohenewah,1,w
Phoenix,1,m
Olexiyevna,1,w
Phát,1,m
Olgenita,1,w
Pit,1,m
Olivia-Anna,1,w
Pivo,1,m
Olta,1,w
Platon,1,m
Oluebube,1,w
Poyraz,1,m
Oluwaseyifunmi,1,w
Preben,1,m
Olympia,1,w
Presley,1,m
Omosefe,1,w
Prijerode,1,m
Omoyimadeleine,1,w
Primo,1,m
Omua,1,w
Prince,1,m
Onoella,1,w
Princedalvin,1,m
Onoserehmen,1,w
Princedarvin,1,m
Onyekachukwu,1,w
Puya,1,m
Oona,1,w
Qi-Lan,1,m
Ophelia,1,w
Quddus,1,m
Ophélie,1,w
Quinto,1,m
Orgesa,1,w
Rabiah,1,m
Orhan,1,w
Rachid,1,m
Orla,1,w
Rade,1,m
Oulimata,1,w
Radomir,1,m
Ouni,1,w
Radoslav,1,m
Paikea,1,w
Radwin,1,m
Pamela,1,w
Rafaele,1,m
Pami,1,w
Raffael,1,m
Pamuk,1,w
Rafi,1,m
Parker,1,w
Rahim,1,m
Parmida,1,w
Rahul,1,m
Paulin,1,w
Raimondo,1,m
Pe'er,1,w
Raju,1,m
Penélopé,1,w
Ralph,1,m
Pepita,1,w
Ramin,1,m
Pepova,1,w
Ramy,1,m
Peristera,1,w
Ran,1,m
Pernilla,1,w
Ranbir,1,m
Pershia,1,w
Rasid,1,m
Pervin,1,w
Rasti,1,m
Perwa,1,w
Raven,1,m
Peyton,1,w
Rawia,1,m
Philea,1,w
Ray,1,m
Philina,1,w
Rean,1,m
Phoebe,1,w
Recep,1,m
Phyllis,1,w
Reda,1,m
Piera,1,w
Redin,1,m
Pierina,1,w
Rehaan,1,m
Pinar,1,w
Reiman,1,m
Piper,1,w
Reinhold,1,m
Pixie,1,w
Rekiek,1,m
Piya,1,w
Remo,1,m
Ploy,1,w
Resit,1,m
Pokua,1,w
Rewas,1,m
Precious,1,w
Reza,1,m
Prerna,1,w
Reşat,1,m
Preslava,1,w
Riad,1,m
Princess,1,w
Richesse,1,m
Priya,1,w
Richy,1,m
Quilla,1,w
Rico,1,m
Rabab,1,w
Ridvan,1,m
Rachel,1,w
Riel,1,m
Rafaela,1,w
Rijad,1,m
Raffaela,1,w
Rinor,1,m
Rafiye,1,w
Rio,1,m
Rahime,1,w
Riza,1,m
Rahmi,1,w
Rock,1,m
Raihan,1,w
Rocko,1,m
Raissa,1,w
Roda,1,m
Ramla,1,w
Rodi,1,m
Ramyna,1,w
Rodin,1,m
Rana,1,w
Rohan,1,m
Randa,1,w
Rohat,1,m
Rani,1,w
Rojen,1,m
Raphaela,1,w
Rojhat,1,m
Ravza-Zara,1,w
Roland,1,m
Rawan,1,w
Romain,1,m
Rea-Leana,1,w
Romano,1,m
Rea-Lora,1,w
Romino,1,m
Rebeca,1,w
Romio,1,m
Reddy,1,w
Ronan,1,m
Redjina,1,w
Ronni,1,m
Reem,1,w
Roque,1,m
Regjie,1,w
Roshan,1,m
Reine,1,w
Roshhat,1,m
Remana,1,w
Roshyar,1,m
Remziye,1,w
Rostislav,1,m
Renesmee,1,w
Rosário,1,m
Revza,1,w
Rouven,1,m
Rhea,1,w
Ruaíri,1,m
Riana,1,w
Rubin,1,m
Ricarda,1,w
Ruijia,1,m
Richelle,1,w
Rumenov,1,m
Rifah,1,w
Rune,1,m
Rijana,1,w
Rupert,1,m
Rika,1,w
Ryald,1,m
Rike,1,w
Ryszard,1,m
Rima,1,w
Ryu,1,m
Rinesa,1,w
Rêber,1,m
Riola,1,w
Rîzgar,1,m
Rishitha,1,w
Rüdiger,1,m
Riya,1,w
Saam,1,m
Rojin,1,w
Sabino,1,m
Rolandovna,1,w
Saeed,1,m
Romaisa,1,w
Safaa,1,m
Romaissa,1,w
Safwan,1,m
Romancia,1,w
Sah,1,m
Ronila,1,w
Sahan,1,m
Rosalia,1,w
Sahil,1,m
Rosana,1,w
Sahilpreet,1,m
Rosaria,1,w
Sait,1,m
Rosemary,1,w
Salam,1,m
Rosina,1,w
Saleh,1,m
Rosita,1,w
Salvino,1,m
Roua,1,w
Samaksh,1,m
Roumaysa,1,w
Sameer,1,m
Roxana,1,w
Samih,1,m
Roxanne,1,w
Samite,1,m
Rozalina,1,w
Sandeep,1,m
Rozyar,1,w
Santiego,1,m
Ruolin,1,w
Santon,1,m
Ruzhi,1,w
Sanya,1,m
Sadiq,1,w
Sarbast,1,m
Safija,1,w
Sarkis,1,m
Safira,1,w
Sarwar,1,m
Safiye,1,w
Sary,1,m
Sahar,1,w
Saud,1,m
Said,1,w
Saverio,1,m
Saida,1,w
Saïdou,1,m
Saila,1,w
Schahid,1,m
Saime,1,w
Schano,1,m
Sainab,1,w
Schilo,1,m
Sajda,1,w
Schimon,1,m
Salin,1,w
Sedki,1,m
Saliya,1,w
Seif,1,m
Sally,1,w
Seiman,1,m
Salome,1,w
Sejdo,1,m
Salymata,1,w
Selahattin,1,m
Sama,1,w
Selam,1,m
Samanta,1,w
Selias,1,m
Samar,1,w
Semin,1,m
Samaritanka,1,w
Semuel,1,m
Samenta,1,w
Semy,1,m
Samia,1,w
Sen,1,m
Samiya,1,w
Seraphim,1,m
Sanar,1,w
Sergievič,1,m
Sandhya,1,w
Sergijovič,1,m
Sandra,1,w
Sergiy,1,m
Sandrine,1,w
Sertan,1,m
Saniye,1,w
Seth,1,m
Sanjana,1,w
Setthasiri,1,m
Sanjida,1,w
Seungmin,1,m
Sanjpreet,1,w
Seungsoo,1,m
Sarai,1,w
Sevdalinov,1,m
Sarin,1,w
Seyyid,1,m
Sarolta,1,w
Sezailov,1,m
Sarra,1,w
Seán,1,m
Sarrah,1,w
Seçil,1,m
Sascha,1,w
Shahab,1,m
Saskia,1,w
Shamal,1,m
Saskya,1,w
Shanka,1,m
Sasue,1,w
Shaquielle,1,m
Savannah,1,w
Sharry,1,m
Savin,1,w
Shayan,1,m
Sebastiana,1,w
Shimon,1,m
Secim,1,w
Shlomo,1,m
Seda,1,w
Shpëtim,1,m
Sefkat,1,w
Siaka,1,m
Sejla,1,w
Siddharta,1,m
Selda,1,w
Siddharth,1,m
Selime,1,w
Sidy,1,m
Selinay,1,w
Silvan,1,m
Seline,1,w
Silvano,1,m
Selver,1,w
Silver,1,m
Semai,1,w
Silvio,1,m
Semra,1,w
Simarpal,1,m
Senada,1,w
Simion,1,m
Senem,1,w
Sipan,1,m
Seniha,1,w
Sirak,1,m
Sera,1,w
Sirius,1,m
Seray,1,w
Siroos,1,m
Serbes,1,w
Siyar,1,m
Sergìïvna,1,w
Skender,1,m
Serien,1,w
Skyler,1,m
Sevdenur,1,w
Solomon,1,m
Severine,1,w
Soléron,1,m
Sevgi,1,w
Sonat,1,m
Sevim,1,w
Soo,1,m
Sewa,1,w
Soua,1,m
Sewal,1,w
Stathis,1,m
Shaheen,1,w
Stefano,1,m
Shakira,1,w
Stellan,1,m
Shakti,1,w
Stergios,1,m
Shally,1,w
Stevan,1,m
Shalyne,1,w
Stifen,1,m
Shanaya,1,w
Stipe,1,m
Shaniqua,1,w
Stipo,1,m
Shannon,1,w
Stony,1,m
Shara,1,w
Suad,1,m
Sharon,1,w
Sufian,1,m
Shayma,1,w
Suhail,1,m
Shehrazad,1,w
Sulejman,1,m
Shela,1,w
Suliman,1,m
Sherin,1,w
Sultan,1,m
Sherine,1,w
Sunay,1,m
Sherly,1,w
Surya,1,m
Shermin,1,w
Svilenov,1,m
Sheyda,1,w
Sydney,1,m
Shirin,1,w
Sylvain,1,m
Shiva,1,w
Sylvanus,1,m
Shukri,1,w
Sylvester,1,m
Sibel,1,w
Sylwester,1,m
Sibylle,1,w
Szczepan,1,m
Sicilia,1,w
Szymon,1,m
Silan,1,w
Sönke,1,m
Sinit,1,w
